objectid,parentid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,doi,related_pathways
dhun-av7,,How Śiv bestows Mokṣ in Kāśī,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-12,"This video explores the sacred connection between Kāśī, Śiv, and the liberating power of Rām-Nām as described in the Rāmcaritamānas. The discourse explains that Śiv — the embodiment of wisdom — constantly chants the name of Śrī Rām, affirming the supreme glory of Rām-Nām above all other mantras. The video centers on the traditional belief that liberation (Mokṣ) is attained in Kāśī through the grace of Śiv and the power of the Rām Tārak Mantra. It explains that when beings leave their bodies in Kāśī, Śiv Himself grants liberation by whispering the divine name of Rām into their ears. Even the smallest creatures are said to receive this grace, emphasizing the boundless compassion associated with Kāśī and the divine name. Through these teachings, the video presents Kāśī not merely as a physical city, but as a spiritual realm of grace, where devotion to Śrī Rāmcandra and the chanting of his divine name become the pathway to liberation. The rearchers were seeking for expertise on contextual information  regarding some content information of the project. During this quest they encountered a person sitting in public reciting some verses. Pandit Pandey was encrossed in reading verses from the Rāmcaritamānas before the south facing shrine of Hanuman. His chanting and the accompanying discourse gave evidence to the observers that he displayed prolific knowledge of the text. The two overlay images resonate with the themes spoken of by Pandit Pandey in the interview. The first imag shows Rām-Nām in Devanagari written over a Śiv lingam. The Tarakeshwar Temple enshrines Siv in his aspect as the one who whispers the Tārak Mantra into the ears of a dying person. ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV7_20260515.mov,/assets/img/thumbnails/Piyush-AV7-01.png,/assets/img/thumbnails/Piyush-AV7-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-av8,,Clay Pot on the Sands of Ganges,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2026-05-13,"A solitary clay pot rests on the sunlit sands of the Ganges, while the solemn chant “Rām Nām Saty Hai” echoes. It whispers of life’s fleeting moments, the return of all to the river, and the eternal dance of death, rebirth, and the sacred flow that carries souls beyond the mortal shore.",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,video,/objects/MANTRAMS_TF3_Kukrety_RC6_DHUN-AV8_20260515.mov,/assets/img/thumbnails/Piyush-AV8-01.png,/assets/img/thumbnails/Piyush-AV8-01b.png,,,https://doi.org/10.57754/FDAT.qaqzk-v6e40,dhun
dhun-g1,,Encountering the name and saturation (DHUN Gallery 1),Piyush Kukrety; Borayin Larios; Kanika Pruthi ,2023-2026,"The name “Rām” surfaces on plastic keychains beside packets of incense, handwritten into notebooks, traced repeatedly with fingers across metal grills designed to form the sacred name, smeared on trees, sprayed on walls, carved into prayer beads, printed on cloth, on commercial stalls, temples, streets, shrines, markets, and objects. The symbol circulates around different surfaces, spaces and contexts. It is seen, heard and touched. There is rarely any space where the name can not be encountered as illustrated by the images. ",dhun; digital essay,"Varanasi, Uttar Pradesh, India ",25.19,82.59,,,,,,,https://creativecommons.org/licenses/by/4.0/,compound_object ,,,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-066_20260208_th.jpg,,"राम -नाम, जय श्री राम, श्री राम, राम, राधे-राम Rām-nām, Jay Śrī Rām, Śrī Rām, Rām, Rādhe-Rām, Raam-naam, jay shrii raam, shrii raam, raam, raadhe-raam (Scriptures in different scripts, mainly Devanagari. Handwritten, printed fonts and  engraved. Some inscriptions are ellegible/partially visble.)",https://doi.org/10.57754/FDAT.ghg0b-e6k30,dhun
dhun-g1-001,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-001_20260129.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-001_20260129_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-001_20260129_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-002,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-002_20260128.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-002_20260128_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-002_20260128_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-003,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-003_20260128.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-003_20260128_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-003_20260128_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-004,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-004_20260126.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-004_20260126_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-004_20260126_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-005,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-005_20260125.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-005_20260125_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-005_20260125_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-006,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-006_20260215.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-006_20260215_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-006_20260215_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-007,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-007_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-007_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-007_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-008,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-008_20250814.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-008_20250814_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-008_20250814_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-009,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-009_20250813.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-009_20250813_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-009_20250813_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-010,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-010_20260213.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-010_20260213_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-010_20260213_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-011,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-011_20260213.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-011_20260213_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-011_20260213_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-012,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-012_20260213.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-012_20260213_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-012_20260213_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-013,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-013_20260213.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-013_20260213_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-013_20260213_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-014,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-014_20250812.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-014_20250812_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-014_20250812_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-015,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-015_20250812.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-015_20250812_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-015_20250812_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-016,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-016_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-016_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-016_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-017,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-017_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-017_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-017_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-018,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-018_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-018_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-018_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-019,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-019_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-019_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-019_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-020,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-020_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-020_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-020_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-021,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-021_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-021_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-021_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-022,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-022_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-022_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-022_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-023,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-023_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-023_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-023_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-024,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-024_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-024_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-024_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-025,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-025_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-025_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-025_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-026,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-026_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-026_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-026_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-027,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-027_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-027_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-027_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-028,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-028_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-028_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-028_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-029,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-029_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-029_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-029_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-030,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-030_20260212.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-030_20260212_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-030_20260212_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-031,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-031_20250811.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-031_20250811_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-031_20250811_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-032,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-032_20250811.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-032_20250811_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-032_20250811_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-033,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-033_20250811.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-033_20250811_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-033_20250811_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-034,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-034_20260211.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-034_20260211_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-034_20260211_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g1-035,dhun-g1,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image ,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G1-035_20260211.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g1-035_20260211_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g1-035_20260211_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
